Value 1,Value 2,Value 3,Value 4,Value 5,Value 6,Value 7,Value 8,Value 9,Value 10
2,68,5,874,113,2,2,2,43,1
2,6,7,492,154,2,5,1,74,8
1,13,0,789,148,2,2,2,36,7
2,51,5,22,92,2,2,2,86,0
1,52,1,6,130,1,4,1,74,5
1,17,4,755,32,2,3,2,55,0
2,88,5,564,198,1,5,2,64,3
2,28,10,322,173,1,1,1,22,7
2,43,10,656,164,2,3,1,45,1
1,31,2,178,159,1,2,2,62,3
1,59,10,184,195,2,3,1,86,4
1,56,0,43,6,2,5,1,2,9
2,57,10,414,106,1,5,1,13,3
2,2,8,182,87,2,2,2,58,4
2,83,0,1,25,2,4,1,53,9
2,74,0,650,41,1,5,1,0,10
2,42,10,28,86,1,0,2,36,9
2,82,2,997,75,1,4,1,84,3
1,67,2,844,130,1,5,2,19,4
2,34,8,62,176,2,0,1,66,1
2,26,0,164,118,2,2,1,66,7
1,52,2,744,102,1,5,2,56,10
1,51,8,342,60,1,5,2,72,1
1,24,5,404,41,1,3,1,82,4
1,38,9,107,192,1,4,2,56,7
2,44,7,69,67,1,0,2,83,7
2,78,10,953,44,1,3,2,29,1
2,54,1,476,177,2,2,2,101,2
2,0,8,206,136,2,3,2,46,3
2,92,5,182,11,1,2,1,90,10
1,78,8,557,75,2,3,2,70,10
1,94,1,602,111,2,0,2,40,9
2,63,5,968,112,2,5,2,64,9
2,34,6,301,123,2,4,2,32,9
2,33,1,888,31,2,1,2,49,10
2,60,9,970,85,2,1,1,9,2
2,3,7,240,20,1,1,1,35,7
1,18,2,325,189,1,4,2,21,9
2,40,9,155,142,2,2,1,88,3
2,95,6,496,197,2,5,1,54,0
1,68,7,656,150,1,0,1,72,1
2,37,4,672,58,2,2,2,102,1
2,9,3,614,177,1,2,1,43,8
1,72,0,313,27,1,5,2,9,8
2,66,2,630,101,1,4,1,46,7
2,86,4,562,38,2,5,1,101,8
2,17,5,789,25,1,0,2,90,10
1,76,4,365,57,2,4,2,99,5
1,8,2,345,196,1,1,1,84,3
2,38,2,95,14,1,0,2,30,7
2,35,1,910,173,2,3,2,25,7
2,61,3,97,112,2,2,2,54,3
2,14,8,975,25,1,5,2,93,0
2,32,1,505,52,1,2,2,27,4
1,85,0,963,7,2,2,1,36,6
1,46,10,783,2,1,0,1,82,1
1,60,6,653,153,1,3,2,39,10
1,52,5,159,45,1,4,1,86,8
2,83,1,377,27,1,3,2,76,7
1,46,1,335,150,1,3,2,77,3
1,56,8,659,123,2,3,2,38,3
1,58,3,357,139,1,1,2,91,4
1,73,0,99,125,1,2,1,103,5
1,58,3,296,13,2,2,2,51,0
1,76,7,298,157,1,5,2,47,7
1,81,8,552,34,2,5,2,31,1
2,49,6,648,14,2,5,2,16,3
2,62,7,856,169,2,4,2,25,1
1,31,3,254,124,2,3,1,37,7
2,36,9,330,62,2,0,1,23,0
1,20,4,206,137,2,0,2,59,8
2,26,8,659,119,1,0,1,70,1
2,10,4,562,132,1,3,1,21,6
1,93,10,939,191,2,2,1,4,1
2,74,9,217,131,2,4,1,101,8
2,92,7,548,25,2,4,2,68,7
2,21,3,796,116,2,4,1,21,5
2,84,6,480,7,1,1,1,2,8
2,69,10,686,60,2,2,2,26,4
1,84,6,560,23,2,4,1,69,10
1,85,8,798,148,2,0,2,43,10
2,91,2,806,166,1,4,1,61,6
2,3,6,86,128,2,3,1,4,5
2,37,8,70,20,2,4,2,34,10
1,61,9,24,116,1,3,1,56,3
1,31,4,315,63,2,3,1,43,4
2,16,1,659,139,1,3,2,91,1
2,49,3,266,3,1,1,1,41,9
1,39,5,34,141,2,3,2,91,5
2,23,9,879,23,2,4,1,38,3
2,66,0,855,89,1,2,2,93,3
1,85,1,835,43,1,3,2,78,0
1,21,9,834,33,2,5,1,44,7
1,26,7,752,116,1,5,2,101,2
1,40,10,957,120,1,5,1,13,1
1,88,3,529,26,1,2,1,85,5
2,38,0,55,16,2,1,1,99,4
2,26,6,718,123,2,4,2,49,4
2,57,5,751,140,1,4,2,2,4
1,74,10,266,157,1,1,1,63,0
2,68,5,615,111,2,3,2,25,8
1,91,7,809,131,2,4,1,79,6
2,18,8,290,73,1,3,1,69,2
2,82,4,388,0,1,5,2,20,1
2,86,0,11,46,2,1,1,45,0
1,22,8,825,72,1,2,1,84,2
1,57,6,808,185,1,2,2,32,2
2,70,8,638,137,2,4,2,18,10
1,95,0,717,83,2,5,1,21,4
1,0,10,820,60,2,3,1,90,3
2,46,6,622,179,1,0,1,30,2
1,78,0,544,197,2,4,1,33,4
2,57,6,578,25,2,4,1,88,3
2,26,2,202,74,2,3,1,28,6
1,36,6,176,110,2,5,2,1,3
2,67,10,765,143,2,1,1,94,6
2,34,1,461,52,1,2,1,36,9
2,83,7,621,73,1,2,1,83,7
1,79,10,807,149,2,0,1,7,5
1,12,4,228,135,2,5,2,100,6
2,76,2,716,26,1,1,2,64,4
2,37,10,624,111,2,1,2,79,8
2,20,1,170,126,1,1,2,99,5
1,41,5,447,143,2,0,1,83,9
2,39,2,410,111,1,5,1,50,2
1,82,0,933,33,2,3,1,86,4
2,91,1,372,157,2,1,1,74,4
2,30,0,656,158,2,4,2,43,7
1,86,2,494,34,1,5,1,33,10
1,47,1,872,117,1,5,1,20,8
1,21,5,184,130,1,2,2,22,5
1,82,5,48,11,1,4,1,26,4
2,85,0,341,30,1,4,1,17,5
1,19,8,57,98,2,0,2,59,5
2,9,6,713,160,2,4,2,27,5
2,87,2,726,30,1,3,1,70,10
2,46,1,459,156,2,5,1,4,3
1,85,6,170,70,1,5,2,85,8
1,85,7,687,169,2,3,1,89,0
2,89,2,591,110,2,1,1,34,8
2,48,1,218,112,2,1,1,48,0
2,99,10,960,152,2,0,1,47,0
1,18,6,934,126,1,2,1,12,2
2,76,6,767,26,2,1,2,49,0
